sample-id,absolute-filepath,direction
posttumorpbs3-S163,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorpbs3_S163_R2_001.fastq.gz,reverse
posttumorpbs4-S164,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorpbs4_S164_R1_001.fastq.gz,forward
posttumorpbs4-S164,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorpbs4_S164_R2_001.fastq.gz,reverse
posttumorpbs5-S165,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorpbs5_S165_R1_001.fastq.gz,forward
posttumorpbs5-S165,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorpbs5_S165_R2_001.fastq.gz,reverse
posttumorpbs6-S166,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorpbs6_S166_R1_001.fastq.gz,forward
posttumorpbs6-S166,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorpbs6_S166_R2_001.fastq.gz,reverse
posttumorpbs7-S167,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorpbs7_S167_R1_001.fastq.gz,forward
posttumorpbs7-S167,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorpbs7_S167_R2_001.fastq.gz,reverse
posttumorpbs8-S168,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorpbs8_S168_R1_001.fastq.gz,forward
posttumorpbs8-S168,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/posttumorpbs8_S168_R2_001.fastq.gz,reverse
preAV1-S143,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preAV1_S143_R1_001.fastq.gz,forward
preAV1-S143,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preAV1_S143_R2_001.fastq.gz,reverse
preAV2-S144,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preAV2_S144_R1_001.fastq.gz,forward
preAV2-S144,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preAV2_S144_R2_001.fastq.gz,reverse
preAV3-S145,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preAV3_S145_R1_001.fastq.gz,forward
preAV3-S145,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preAV3_S145_R2_001.fastq.gz,reverse
preAV4-S146,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preAV4_S146_R1_001.fastq.gz,forward
preAV4-S146,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preAV4_S146_R2_001.fastq.gz,reverse
preAV5-S147,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preAV5_S147_R1_001.fastq.gz,forward
preAV5-S147,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preAV5_S147_R2_001.fastq.gz,reverse
preAV6-S148,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preAV6_S148_R1_001.fastq.gz,forward
preAV6-S148,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preAV6_S148_R2_001.fastq.gz,reverse
PrecntrlFMT1-S100,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PrecntrlFMT1_S100_R1_001.fastq.gz,forward
PrecntrlFMT1-S100,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PrecntrlFMT1_S100_R2_001.fastq.gz,reverse
PrecntrlFMT2-S101,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PrecntrlFMT2_S101_R1_001.fastq.gz,forward
PrecntrlFMT2-S101,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PrecntrlFMT2_S101_R2_001.fastq.gz,reverse
PrecntrlFMT3-S102,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PrecntrlFMT3_S102_R1_001.fastq.gz,forward
PrecntrlFMT3-S102,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PrecntrlFMT3_S102_R2_001.fastq.gz,reverse
PrecntrlFMT4-S103,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PrecntrlFMT4_S103_R1_001.fastq.gz,forward
PrecntrlFMT4-S103,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PrecntrlFMT4_S103_R2_001.fastq.gz,reverse
PrecntrlFMT5-S104,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PrecntrlFMT5_S104_R1_001.fastq.gz,forward
PrecntrlFMT5-S104,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PrecntrlFMT5_S104_R2_001.fastq.gz,reverse
PrecntrlFMT6-S105,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PrecntrlFMT6_S105_R1_001.fastq.gz,forward
PrecntrlFMT6-S105,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PrecntrlFMT6_S105_R2_001.fastq.gz,reverse
PrecntrlFMT7-S106,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PrecntrlFMT7_S106_R1_001.fastq.gz,forward
PrecntrlFMT7-S106,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PrecntrlFMT7_S106_R2_001.fastq.gz,reverse
PrecntrlFMT8-S107,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PrecntrlFMT8_S107_R1_001.fastq.gz,forward
PrecntrlFMT8-S107,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PrecntrlFMT8_S107_R2_001.fastq.gz,reverse
preFMTcancer1-S193,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMTcancer1_S193_R1_001.fastq.gz,forward
preFMTcancer1-S193,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMTcancer1_S193_R2_001.fastq.gz,reverse
preFMTcancer2-S194,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMTcancer2_S194_R1_001.fastq.gz,forward
preFMTcancer2-S194,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMTcancer2_S194_R2_001.fastq.gz,reverse
preFMTcancer3-S195,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMTcancer3_S195_R1_001.fastq.gz,forward
preFMTcancer3-S195,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMTcancer3_S195_R2_001.fastq.gz,reverse
preFMTcancer4-S196,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMTcancer4_S196_R1_001.fastq.gz,forward
preFMTcancer4-S196,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMTcancer4_S196_R2_001.fastq.gz,reverse
preFMTcancer5-S197,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMTcancer5_S197_R1_001.fastq.gz,forward
preFMTcancer5-S197,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMTcancer5_S197_R2_001.fastq.gz,reverse
preFMTcancer6-S198,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMTcancer6_S198_R1_001.fastq.gz,forward
preFMTcancer6-S198,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMTcancer6_S198_R2_001.fastq.gz,reverse
preFMThealthy1-S177,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMThealthy1_S177_R1_001.fastq.gz,forward
preFMThealthy1-S177,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMThealthy1_S177_R2_001.fastq.gz,reverse
preFMThealthy2-S178,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMThealthy2_S178_R1_001.fastq.gz,forward
preFMThealthy2-S178,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMThealthy2_S178_R2_001.fastq.gz,reverse
preFMThealthy3-S179,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMThealthy3_S179_R1_001.fastq.gz,forward
preFMThealthy3-S179,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMThealthy3_S179_R2_001.fastq.gz,reverse
preFMThealthy4-S180,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMThealthy4_S180_R1_001.fastq.gz,forward
preFMThealthy4-S180,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMThealthy4_S180_R2_001.fastq.gz,reverse
preFMThealthy5-S181,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMThealthy5_S181_R1_001.fastq.gz,forward
preFMThealthy5-S181,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMThealthy5_S181_R2_001.fastq.gz,reverse
preFMThealthy6-S182,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMThealthy6_S182_R1_001.fastq.gz,forward
preFMThealthy6-S182,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/preFMThealthy6_S182_R2_001.fastq.gz,reverse
PreMC38CT1-S22,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38CT1_S22_R1_001.fastq.gz,forward
PreMC38CT1-S22,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38CT1_S22_R2_001.fastq.gz,reverse
PreMC38CT2-S23,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38CT2_S23_R1_001.fastq.gz,forward
PreMC38CT2-S23,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38CT2_S23_R2_001.fastq.gz,reverse
PreMC38CT3-S24,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38CT3_S24_R1_001.fastq.gz,forward
PreMC38CT3-S24,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38CT3_S24_R2_001.fastq.gz,reverse
PreMC38CT4-S25,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38CT4_S25_R1_001.fastq.gz,forward
PreMC38CT4-S25,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38CT4_S25_R2_001.fastq.gz,reverse
PreMC38CT5-S26,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38CT5_S26_R1_001.fastq.gz,forward
PreMC38CT5-S26,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38CT5_S26_R2_001.fastq.gz,reverse
PreMC38CT6-S27,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38CT6_S27_R1_001.fastq.gz,forward
PreMC38CT6-S27,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38CT6_S27_R2_001.fastq.gz,reverse
PreMC38SM1A-S28,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM1A_S28_R1_001.fastq.gz,forward
PreMC38SM1A-S28,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM1A_S28_R2_001.fastq.gz,reverse
PreMC38SM1B-S29,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM1B_S29_R1_001.fastq.gz,forward
PreMC38SM1B-S29,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM1B_S29_R2_001.fastq.gz,reverse
PreMC38SM1C-S30,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM1C_S30_R1_001.fastq.gz,forward
PreMC38SM1C-S30,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM1C_S30_R2_001.fastq.gz,reverse
PreMC38SM1D-S31,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM1D_S31_R1_001.fastq.gz,forward
PreMC38SM1D-S31,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM1D_S31_R2_001.fastq.gz,reverse
PreMC38SM1E-S32,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM1E_S32_R1_001.fastq.gz,forward
PreMC38SM1E-S32,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM1E_S32_R2_001.fastq.gz,reverse
PreMC38SM2A-S33,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM2A_S33_R1_001.fastq.gz,forward
PreMC38SM2A-S33,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM2A_S33_R2_001.fastq.gz,reverse
PreMC38SM2B-S34,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM2B_S34_R1_001.fastq.gz,forward
PreMC38SM2B-S34,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM2B_S34_R2_001.fastq.gz,reverse
PreMC38SM2C-S35,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM2C_S35_R1_001.fastq.gz,forward
PreMC38SM2C-S35,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM2C_S35_R2_001.fastq.gz,reverse
PreMC38SM2D-S36,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM2D_S36_R1_001.fastq.gz,forward
PreMC38SM2D-S36,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM2D_S36_R2_001.fastq.gz,reverse
PreMC38SM2E-S37,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM2E_S37_R1_001.fastq.gz,forward
PreMC38SM2E-S37,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM2E_S37_R2_001.fastq.gz,reverse
PreMC38SM3A-S38,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM3A_S38_R1_001.fastq.gz,forward
PreMC38SM3A-S38,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM3A_S38_R2_001.fastq.gz,reverse
PreMC38SM3B-S39,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM3B_S39_R1_001.fastq.gz,forward
PreMC38SM3B-S39,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM3B_S39_R2_001.fastq.gz,reverse
PreMC38SM3C-S40,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM3C_S40_R1_001.fastq.gz,forward
PreMC38SM3C-S40,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM3C_S40_R2_001.fastq.gz,reverse
PreMC38SM3D-S41,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM3D_S41_R1_001.fastq.gz,forward
PreMC38SM3D-S41,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM3D_S41_R2_001.fastq.gz,reverse
PreMC38SM3E-S42,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM3E_S42_R1_001.fastq.gz,forward
PreMC38SM3E-S42,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM3E_S42_R2_001.fastq.gz,reverse
PreMC38SM4A-S43,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM4A_S43_R1_001.fastq.gz,forward
PreMC38SM4A-S43,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM4A_S43_R2_001.fastq.gz,reverse
PreMC38SM4B-S44,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM4B_S44_R1_001.fastq.gz,forward
PreMC38SM4B-S44,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM4B_S44_R2_001.fastq.gz,reverse
PreMC38SM4C-S45,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM4C_S45_R1_001.fastq.gz,forward
PreMC38SM4C-S45,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM4C_S45_R2_001.fastq.gz,reverse
PreMC38SM4D-S46,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM4D_S46_R1_001.fastq.gz,forward
PreMC38SM4D-S46,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM4D_S46_R2_001.fastq.gz,reverse
PreMC38SM5A-S47,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM5A_S47_R1_001.fastq.gz,forward
PreMC38SM5A-S47,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM5A_S47_R2_001.fastq.gz,reverse
PreMC38SM5B-S48,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM5B_S48_R1_001.fastq.gz,forward
PreMC38SM5B-S48,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM5B_S48_R2_001.fastq.gz,reverse
PreMC38SM5C-S49,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM5C_S49_R1_001.fastq.gz,forward
PreMC38SM5C-S49,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM5C_S49_R2_001.fastq.gz,reverse
PreMC38SM5D-S50,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM5D_S50_R1_001.fastq.gz,forward
PreMC38SM5D-S50,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM5D_S50_R2_001.fastq.gz,reverse
PreMC38SM5E-S51,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM5E_S51_R1_001.fastq.gz,forward
PreMC38SM5E-S51,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM5E_S51_R2_001.fastq.gz,reverse
PreMC38SM6A-S52,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM6A_S52_R1_001.fastq.gz,forward
PreMC38SM6A-S52,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM6A_S52_R2_001.fastq.gz,reverse
PreMC38SM6B-S53,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM6B_S53_R1_001.fastq.gz,forward
PreMC38SM6B-S53,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM6B_S53_R2_001.fastq.gz,reverse
PreMC38SM6C-S54,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM6C_S54_R1_001.fastq.gz,forward
PreMC38SM6C-S54,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM6C_S54_R2_001.fastq.gz,reverse
PreMC38SM7A-S55,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM7A_S55_R1_001.fastq.gz,forward
PreMC38SM7A-S55,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM7A_S55_R2_001.fastq.gz,reverse
PreMC38SM7B-S56,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM7B_S56_R1_001.fastq.gz,forward
PreMC38SM7B-S56,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM7B_S56_R2_001.fastq.gz,reverse
PreMC38SM7C-S57,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM7C_S57_R1_001.fastq.gz,forward
PreMC38SM7C-S57,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM7C_S57_R2_001.fastq.gz,reverse
PreMC38SM7D-S58,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM7D_S58_R1_001.fastq.gz,forward
PreMC38SM7D-S58,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM7D_S58_R2_001.fastq.gz,reverse
PreMC38SM8A-S59,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM8A_S59_R1_001.fastq.gz,forward
PreMC38SM8A-S59,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM8A_S59_R2_001.fastq.gz,reverse
PreMC38SM8B-S60,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM8B_S60_R1_001.fastq.gz,forward
PreMC38SM8B-S60,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM8B_S60_R2_001.fastq.gz,reverse
PreMC38SM8C-S61,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM8C_S61_R1_001.fastq.gz,forward
PreMC38SM8C-S61,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PreMC38SM8C_S61_R2_001.fastq.gz,reverse
Preoca1-S1,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Preoca1_S1_R1_001.fastq.gz,forward
Preoca1-S1,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Preoca1_S1_R2_001.fastq.gz,reverse
Preoca2-S2,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Preoca2_S2_R1_001.fastq.gz,forward
Preoca2-S2,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Preoca2_S2_R2_001.fastq.gz,reverse
Preoca3-S3,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Preoca3_S3_R1_001.fastq.gz,forward
Preoca3-S3,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Preoca3_S3_R2_001.fastq.gz,reverse
Preoca4-S4,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Preoca4_S4_R1_001.fastq.gz,forward
Preoca4-S4,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Preoca4_S4_R2_001.fastq.gz,reverse
Preoca5-S5,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Preoca5_S5_R1_001.fastq.gz,forward
Preoca5-S5,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Preoca5_S5_R2_001.fastq.gz,reverse
Preoca6-S6,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Preoca6_S6_R1_001.fastq.gz,forward
Preoca6-S6,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Preoca6_S6_R2_001.fastq.gz,reverse
Preoca7-S7,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Preoca7_S7_R1_001.fastq.gz,forward
Preoca7-S7,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Preoca7_S7_R2_001.fastq.gz,reverse
Preoca8-S8,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Preoca8_S8_R1_001.fastq.gz,forward
Preoca8-S8,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Preoca8_S8_R2_001.fastq.gz,reverse
